2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
O-succinylbenzoate synthase (EC 4.2.1.113)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
Naphthoate synthase (EC 4.1.3.36)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
2-heptaprenyl-1,4-naphthoquinone methyltransferase MenG of phylloquinone biosynthesis (EC 2.1.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone and Phylloquinone Biosynthesis
Isochorismate synthase (EC 5.4.4.2)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
O-succinylbenzoate synthase (EC 4.2.1.113)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
Naphthoate synthase (EC 4.1.3.36)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in phylloquinone biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
2-heptaprenyl-1,4-naphthoquinone methyltransferase MenG (EC 2.1.1.163)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
Ubiquinone biosynthesis monooxygenase UbiB	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
Menaquinone via futalosine step 1	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
Gene SCO4494, often clustered with other genes in menaquinone via futalosine pathway	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via 6-amino-6-deoxyfutalosine step 1	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Aminodeoxyfutalosine deaminase	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via futalosine step 1	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via futalosine step 2	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via 6-amino-6-deoxyfutalosine step 2	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via futalosine step 3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via futalosine step 4	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via futalosine step 4, possible alternative	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Menaquinone via futalosine polyprenyltransferase (MenA homolog)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Cyanobacterial polyprenyltransferase (UbiA homolog)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
UbiD family decarboxylase associated with menaquinone via futalosine	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
UbiX family decarboxylase associated with menaquinone via futalosine	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate
Mercuric ion reductase (EC 1.16.1.1)	Virulence	Resistance to antibiotics and toxic compounds	Mercuric reductase
PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	Virulence	Resistance to antibiotics and toxic compounds	Mercuric reductase
Mercuric ion reductase (EC 1.16.1.1)	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
Mercuric resistance operon coregulator	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
Mercuric resistance operon regulatory protein	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
Mercuric transport protein, MerC	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
Mercuric transport protein, MerE	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
Mercuric transport protein, MerT	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
Organomercurial lyase (EC 4.99.1.2)	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
Periplasmic mercury(+2) binding protein	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
D-glycero-2,3-pentodiulose-1,5-bisphosphate phosphatase (EC 3.1.3.-)	Miscellaneous		Metabolite repair
Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	Miscellaneous		Metabolite repair
Dimeric dUTPase (EC 3.6.1.23)	Miscellaneous		Metabolite repair
5-nucleotidase SurE (EC 3.1.3.5)	Miscellaneous		Metabolite repair
Nucleotidase YfbR, HD superfamily	Miscellaneous		Metabolite repair
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	Miscellaneous		Metabolite repair
Inosine/xanthosine triphosphatase (EC 3.6.1.-)	Miscellaneous		Metabolite repair
5'-nucleotidase YjjG (EC 3.1.3.5)	Miscellaneous		Metabolite repair
Cof protein, HD superfamily hydrolase	Miscellaneous		Metabolite repair
Free methionine-(S)-sulfoxide reductase	Miscellaneous		Metabolite repair
Free methionine-(R)-sulfoxide reductase, contains GAF domain	Miscellaneous		Metabolite repair
Phosphoglycolate phosphatase (EC 3.1.3.18)	Miscellaneous		Metabolite repair
Phosphoglycolate phosphatase, archaeal type (EC 3.1.3.18)	Miscellaneous		Metabolite repair
NADPH-dependent broad range aldehyde dehydrogenase YqhD	Miscellaneous		Metabolite repair
Transcriptional regulator YqhC, positively regulates YqhD and DkgA	Miscellaneous		Metabolite repair
L-2-hydroxyglutarate oxidase (EC 1.1.3.15)	Miscellaneous		Metabolite repair
L-2-hydroxyglutarate dehydrogenase (EC 1.1.99.2)	Miscellaneous		Metabolite repair
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Miscellaneous		Metabolite repair
NAD-dependent malic enzyme (EC 1.1.1.38)	Miscellaneous		Metabolite repair
Malate dehydrogenase (EC 1.1.1.37)	Miscellaneous		Metabolite repair
Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	Miscellaneous		Metabolite repair
Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	Miscellaneous		Metabolite repair
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	Miscellaneous		Metabolite repair
Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	Miscellaneous		Metabolite repair
Alkylhydroperoxidase protein D	Miscellaneous		Metabolite repair
Hydrogen peroxide-inducible genes activator	Miscellaneous		Metabolite repair
Atypical L-asparaginase (EC 3.5.1.1), Rhizobium type	Miscellaneous		Metabolite repair
Aspartate ammonia-lyase (EC 4.3.1.1)	Miscellaneous		Metabolite repair
L-asparaginase (EC 3.5.1.1)	Miscellaneous		Metabolite repair
L-asparaginase I, cytoplasmic (EC 3.5.1.1)	Miscellaneous		Metabolite repair
Nicotinamidase (EC 3.5.1.19)	Miscellaneous		Metabolite repair
Signal peptide peptidase SppA (EC 3.4.21.-)	Miscellaneous		Metabolite repair
FIG002003: Protein YdjA	Miscellaneous		Metabolite repair
Membrane-bound metal-dependent hydrolase YdjM, induced during SOS response	Miscellaneous		Metabolite repair
Staphylococcus nuclease (SNase) domain	Miscellaneous		Metabolite repair
thermonuclease family protein, (pXO1-141)	Miscellaneous		Metabolite repair
Hypothetical protein SAV2173	Miscellaneous		Metabolite repair
N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	Miscellaneous		Metabolite repair
Heme ABC type transporter HtsABC, permease protein HtsC	Miscellaneous		Metabolite repair
FIG016027: protein of unknown function YeaO	Miscellaneous		Metabolite repair
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	Miscellaneous		Metabolite repair
Allantoin racemase (EC 5.1.99.3)	Miscellaneous		Metabolite repair
Hydantoin racemase (EC 5.1.99.-)	Miscellaneous		Metabolite repair
Allantoate amidohydrolase (EC 3.5.3.9)	Miscellaneous		Metabolite repair
Allantoinase (EC 3.5.2.5)	Miscellaneous		Metabolite repair
Glutamate 5-kinase (EC 2.7.2.11)	Miscellaneous		Metabolite repair
RNA-binding C-terminal domain PUA	Miscellaneous		Metabolite repair
PUA-like domain PF14306	Miscellaneous		Metabolite repair
Sulfate adenylyltransferase (EC 2.7.7.4)	Miscellaneous		Metabolite repair
Adenylylsulfate kinase (EC 2.7.1.25)	Miscellaneous		Metabolite repair
Formylmethanofuran--tetrahydromethanopterin N-formyltransferase (EC 2.3.1.101)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
L-tyrosine decarboxylase (EC 4.1.1.25)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
COG1821 family protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
COG1548 family protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
duf556 family protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Glutamate N-acetyltransferase (EC 2.3.1.35)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
ApbE family lipoprotein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Duf39 methanogenesis marker 16 metalloprotein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Uncharacterized ferredoxin oxidoreductase MJ0100	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
5'-nucleotidase surE (EC 3.1.3.5)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Phosphoenolpyruvate synthase (EC 2.7.9.2)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
L-Aspartate dehydrogenase (EC 1.4.1.21)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
diptheria toxin resistance protein required for diphthamide biosynthesis (Saccharomyces)-like 1	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Uncharacterized protein MJ0787	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Biotin synthase-related protein in some methanogens	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
M. jannaschii predicted coding region MJ0664	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
[NiFe] hydrogenase nickel incorporation-associated protein HypB	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
FIG00807954: hypothetical protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
D-arabino-3-hexulose 6-phosphate formaldehyde-lyase (EC 4.1.2.43)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Hypothetical protein with distant similarity to Ribonuclease E inhibitor RraA (former MenG)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Valine--pyruvate aminotransferase (EC 2.6.1.66)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Selenophosphate synthetase-related protein MJ0640	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
phosphoribosylformylglycinamidine cyclo-ligase isolog (purM)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Possible glutaminyl transferase clustered with tetrahydromethanopterin biosynthesis genes	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran
Formylmethanofuran--tetrahydromethanopterin N-formyltransferase (EC 2.3.1.101)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
L-tyrosine decarboxylase (EC 4.1.1.25)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Triphosphoribosyl-dephospho-CoA synthetase	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase related protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
duf556 family protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Glutamate N-acetyltransferase (EC 2.3.1.35)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
ApbE family lipoprotein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Duf39 methanogenesis marker 16 metalloprotein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Uncharacterized ferredoxin oxidoreductase MJ0100	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
5'-nucleotidase surE (EC 3.1.3.5)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Phosphoenolpyruvate synthase (EC 2.7.9.2)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
L-Aspartate dehydrogenase (EC 1.4.1.21)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
diptheria toxin resistance protein required for diphthamide biosynthesis (Saccharomyces)-like 1	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Uncharacterized protein MJ0787	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Biotin synthase-related protein in some methanogens	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
M. jannaschii predicted coding region MJ0664	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
[NiFe] hydrogenase nickel incorporation-associated protein HypB	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
FIG00807954: hypothetical protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
D-arabino-3-hexulose 6-phosphate formaldehyde-lyase (EC 4.1.2.43)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Hypothetical protein with distant similarity to Ribonuclease E inhibitor RraA (former MenG)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Valine--pyruvate aminotransferase (EC 2.6.1.66)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Selenophosphate synthetase-related protein MJ0640	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
phosphoribosylformylglycinamidine cyclo-ligase isolog (purM)	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
COG1821 family protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
COG1548 family protein	Cofactors, Vitamins, Prosthetic Groups, Pigments		Methanofuran erick jmorales
Formylmethanofuran dehydrogenase subunit A (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase subunit B (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (molybdenum) subunit B (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (tungsten) subunit B (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase subunit C (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (molybdenum) subunit C (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (tungsten) subunit C (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase subunit D (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (molybdenum) subunit D (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (tungsten) subunit D (EC 1.2.99.5)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (molybdenum) operon gene E	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (molybdenum) operon gene F (polyferredoxin)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (tungsten) operon gene F (polyferredoxin)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (molybdenum) operon gene G	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (tungsten) operon gene G	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran dehydrogenase (tungsten) operon gene H	Carbohydrates	One-carbon Metabolism	Methanogenesis
Formylmethanofuran--tetrahydromethanopterin N-formyltransferase (EC 2.3.1.101)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27)	Carbohydrates	One-carbon Metabolism	Methanogenesis
F420-dependent methylenetetrahydromethanopterin dehydrogenase (EC 1.5.99.9)	Carbohydrates	One-carbon Metabolism	Methanogenesis
F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase (EC 1.5.99.11)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit A (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit B (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit C (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit D (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit E (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit F (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit G (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit H (EC 2.1.1.86)	Carbohydrates	One-carbon Metabolism	Methanogenesis
N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit X	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase associated protein	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase alpha subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase I alpha subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase II alpha subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase beta subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase I beta subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase II beta subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase gamma subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase I gamma subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase II gamma subunit (EC 2.8.4.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase operon protein C	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methyl coenzyme M reductase operon protein D	Carbohydrates	One-carbon Metabolism	Methanogenesis
CoB--CoM heterodisulfide reductase subunit A (EC 1.8.98.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
CoB--CoM heterodisulfide reductase subunit B (EC 1.8.98.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
CoB--CoM heterodisulfide reductase subunit C (EC 1.8.98.1)	Carbohydrates	One-carbon Metabolism	Methanogenesis
Methanol:corrinoid methyltransferase	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Methanol methyltransferase corrinoid protein	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Methylcobalamin:coenzyme M methyltransferase, methanol-specific	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Monomethylamine permease	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Monomethylamine:corrinoid methyltransferase	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Monomethylamine methyltransferase corrinoid protein	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Dimethylamine permease	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Dimethylamine:corrinoid methyltransferase	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Dimethylamine methyltransferase corrinoid protein	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Trimethylamine permease	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Trimethylamine:corrinoid methyltransferase	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Trimethylamine methyltransferase corrinoid protein	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Methylcobalamin:coenzyme M methyltransferase, methylamine-specific	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Methylthiol:coenzyme M methyltransferase	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Methylthiol:coenzyme M methyltransferase corrinoid protein	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
pyrrolysine-containing	Carbohydrates	One-carbon Metabolism	Methanogenesis from methylated compounds
Methanophenazine hydrogenase large subunit (EC 1.12.98.3)	Respiration	Electron donating reactions	Methanophenazine hydrogenase
Methanophenazine hydrogenase small subunit precursor (EC 1.12.98.3)	Respiration	Electron donating reactions	Methanophenazine hydrogenase
Methanophenazine hydrogenase cytochrome b subunit (EC 1.12.98.3)	Respiration	Electron donating reactions	Methanophenazine hydrogenase
Methanophenazine hydrogenase maturation protease (EC 3.4.24.-)	Respiration	Electron donating reactions	Methanophenazine hydrogenase
GTP cyclohydrolase III (EC 3.5.4.29)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Methanopterin biosynthesis2
Triaminopyrimidine triphosphate phosphomutase	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Methanopterin biosynthesis2
7,8-dihydronepterin 2' :3'-cyclicphosphate hydrolase	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Methanopterin biosynthesis2
Dihydroneopterin monophosphate dephosphorylase	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Methanopterin biosynthesis2
