#Function	Subsystem	Classification 1	Classification 2
Isoaspartyl aminopeptidase (EC 3.4.19.5)	Omega_peptidases_(EC_3.4.19.-)	Protein Metabolism	Protein degradation
Acylamino-acid-releasing enzyme (EC 3.4.19.1)	Omega_peptidases_(EC_3.4.19.-)	Protein Metabolism	Protein degradation
Gamma-D-glutamyl-meso-diaminopimelate peptidase (EC 3.4.19.11)	Omega_peptidases_(EC_3.4.19.-)	Protein Metabolism	Protein degradation
Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion chaperone protein for YopD (SycD)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion chaperone protein for YopE (SycE)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion chaperone protein for YopH (SycH)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion chaperone protein for YopN (SycN,YscB)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion chaperone protein for YopT (SycT)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion cytoplasmic plug protein (LcrG)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion cytoplasmic protein (YscF)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion cytoplasmic protein (YscI)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion cytoplasmic protein (YscK)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion cytoplasmic protein (YscL)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion effector protein (YopR, encoded by YscH)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion host injection and negative regulator protein (YopD)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion host injection protein (YopB)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion injected virulence protein (EC 3.4.22.-,YopT,cysteine protease,depolymerizes actin filaments of cytoskeleton,causes cytotoxicity)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion injected virulence protein (YopE)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion injected virulence protein (YopH,tyrosine phosphatase of FAK and p130cas, prevents phagocytosis)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion injected virulence protein (YopO,YpkA,serine-threonine kinase)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion injected virulence protein (YopP,YopJ, induces apoptosis, prevents cytokine induction, inhibits NFkb activation)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion inner membrane protein (YscD,homologous to flagellar export components)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion inner membrane protein (YscQ,homologous to flagellar export components)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion inner membrane protein (YscS,homologous to flagellar export components)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion low calcium response protein (LcrR)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion negative modulator of injection (YopK,YopQ,controls size of translocator pore)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion negative regulator of effector production protein (LcrQ,YscM, YscM1 and YscM2)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion outermembrane negative regulator of secretion (TyeA)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion possible injected virulence protein (YopM)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion protein (YscA)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion protein (YscE)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion protein (YscP)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion spans bacterial envelope protein (YscG)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion spans bacterial envelope protein (YscO)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion thermoregulatory protein (LcrF,VirF,transcription regulation of virulence plasmid)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Type III secretion transporter lipoprotein (YscW,VirG)	Type_III_secretion_system	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Coupling protein VirD4, ATPase required for T-DNA transfer	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Inner membrane protein of type IV secretion of T-DNA complex, TonB-like, VirB10	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Inner membrane protein of type IV secretion of T-DNA complex, VirB6	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Major pilus subunit of type IV secretion complex, VirB2	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Minor pilin of type IV secretion complex, VirB5	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Outer membrane and periplasm component of type IV secretion of T-DNA complex, has secretin-like domain, VirB9	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Peptidoglycan hydrolase VirB1, involved in T-DNA transfer	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Plant-inducible protein PinF1, cytochrome P450-like, contributes to virulence	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Plant-inducible protein PinF2, cytochrome P450-like, contributes to virulence	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Protein VirD5 in virD operon	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Protein VirF secreted into plant cell during T-DNA transfer	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
RHH DNA-binding protein VirC2, promotes T-DNA transfer	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
T-DNA border endonuclease VirD2, RP4 TraG-like relaxase	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
T-DNA border endonuclease, VirD1	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Two-component response regulator of vir regulon, VirG	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
Two-component sensor kinase of vir regulon, VirA	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
VirC1 protein promotes T-DNA transfer, ParA/MinD-like	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
VirD3 protein	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
VirE0 protein, induced by VirAG signaling system	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
VirE2 involved in nuclear transport of T-DNA, single-strand DNA binding protein	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
VirE3 involved in nuclear transport of T-DNA, potential plant transcriptional activator	Plasmid-encoded_T-DNA_transfer	Plasmids	Plasmid transfer
2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
2-keto-3-deoxygluconate permease (KDG permease)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
5-keto-D-gluconate 5-reductase (EC 1.1.1.69)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Altronate hydrolase (EC 4.2.1.7)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Altronate oxidoreductase (EC 1.1.1.58)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Beta-glucuronidase (EC 3.2.1.31)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
D-galactarate dehydratase (EC 4.2.1.42)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
D-mannonate oxidoreductase (EC 1.1.1.57)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Fructuronate transporter GntP	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Gluconokinase (EC 2.7.1.12)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Glucuronide transport facilitator UidC	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Glucuronide transporter UidB	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Hexuronate transporter	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Hexuronate utilization operon transcriptional repressor ExuR	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Mannonate dehydratase (EC 4.2.1.8)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Pectinesterase (EC 3.1.1.11)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Transcriptional regulator KdgR, KDG operon repressor	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Transcriptional repressor UidR	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Uronate isomerase (EC 5.3.1.12)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Uxu operon transcriptional regulator	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Alpha-glucosidase (EC 3.2.1.20)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Exopolygalacturonate lyase (EC 4.2.2.9)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Oligogalacturonate lyase (EC 4.2.2.6)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Oligogalacturonate-specific porin protein KdgM	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Pectin degradation protein KdgF	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Rhamnogalacturonides degradation protein RhiN	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Alpha-glucuronidase (EC 3.2.1.139)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Pectate lyase precursor (EC 4.2.2.2)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Uronate isomerase, family BH0493 (EC 5.3.1.12)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Pectin lyase (EC 4.2.2.10)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Polygalacturonase (EC 3.2.1.15)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Glucuronide permease	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Predicted uronate isomerase TM0442	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Novel epimerase TM0440 in galacturonate pathway	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Alpha-1,4-digalacturonate ABC transporter, permease protein 1	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Alpha-1,4-digalacturonate ABC transporter, permease protein 2	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Alpha-1,4-digalacturonate ABC transporter, substrate-binding protein	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Possible 5-keto-D-gluconate 5-reductase (EC 1.1.1.69), type II	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Predicted 2-keto-3-deoxygluconate-responsive regulator of glucuronate utilization, IclR family	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Predicted regulator for galacturonate utilization in Thermotoga	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Xylose-regulated ABC transporter, ATP-binding protein 1	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Xylose-regulated ABC transporter, ATP-binding protein 2	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Xylose-regulated ABC transporter, permease component 1	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Xylose-regulated ABC transporter, permease component 2	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Xylose-regulated ABC transporter, substrate-binding component	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Uronate dehydrogenase (EC 1.1.1.203)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
Galacturan 1,4-alpha-galacturonidase (EC 3.2.1.67)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides
6S RNA (Pichon, Felden, 2005)	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Aspartyl-tRNA synthetase (EC 6.1.1.12)	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Cysteine desulfurase (EC 2.8.1.7)	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
D-tyrosyl-tRNA(Tyr) deacylase	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
HesA/MoeB/ThiF family protein related to EC-YgdL	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Histidyl-tRNA synthetase (EC 6.1.1.21)	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Iron-sulfur cluster regulator IscR	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Uncharacterized ATPase (AAA family) associated with cysteine desulfurase	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Cysteine desulfurase CsdA-CsdE, sulfur acceptor protein CsdE	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Membrane-bound lytic murein transglycosylase A precursor (EC 3.2.1.-)	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
tRNA-Met-CAT	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Cysteine desulfurase (EC 2.8.1.7), NifS subfamily	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
tRNA-Leu-AAG	At5g37530	Experimental Subsystems	Plant-Prokaryote DOE project
Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	Lipoprotein_Biosynthesis	Protein Metabolism	Protein processing and modification
Lipoprotein signal peptidase (EC 3.4.23.36)	Lipoprotein_Biosynthesis	Protein Metabolism	Protein processing and modification
Apolipoprotein N-acyltransferase (EC 2.3.1.-)	Lipoprotein_Biosynthesis	Protein Metabolism	Protein processing and modification
Coenzyme F420 hydrogenase alpha subunit (FruA) (EC 1.12.98.1)	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
Coenzyme F420 hydrogenase beta subunit (FruB) (EC 1.12.98.1)	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
Coenzyme F420 hydrogenase gamma subunit (FruG) (EC 1.12.98.1)	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
Coenzyme F420 hydrogenase maturation protease (EC 3.4.24.-)	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
Putative coenzyme F420-dependent oxidoreductase MJ1349	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
Coenzyme F420 hydrogenase alpha subunit (FrcA) (EC 1.12.98.1)	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
Coenzyme F420 hydrogenase beta subunit (FrcB) (EC 1.12.98.1)	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
Coenzyme F420 hydrogenase gamma subunit (FrcG) (EC 1.12.98.1)	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
coenzyme F420-reducing hydrogenase, beta subunit homolog	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions
N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	Clustering-based subsystems	Lysine Biosynthesis
FIG138056: a glutathione-dependent thiol reductase	A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	Clustering-based subsystems	Lysine Biosynthesis
Thermosome subunit	Thermosome,_archaeal	Protein Metabolism	Protein folding
carbon monoxide dehydrogenase D protein	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon monoxide dehydrogenase F protein	CO_Dehydrogenase	Respiration	Electron donating reactions
carbon monoxide dehydrogenase E protein	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon monoxide dehydrogenase small chain (EC 1.2.99.2)	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon monoxide dehydrogenase medium chain (EC 1.2.99.2)	CO_Dehydrogenase	Respiration	Electron donating reactions
carbon monoxide dehydrogenase G protein	CO_Dehydrogenase	Respiration	Electron donating reactions
CO dehydrogenases maturation factor, CoxF family	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon-monoxide dehydrogenase form II, large subunit (EC 1.2.99.2)	CO_Dehydrogenase	Respiration	Electron donating reactions
Uncharacterized MobA-related protein	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon monoxide dehydrogenase form I, large chain( EC:1.2.99.2 )	CO_Dehydrogenase	Respiration	Electron donating reactions
Transcription regulator in CO-DH cluster	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon monoxide dehydrogenase large chain (EC 1.2.99.2) without typical motifs	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon monoxide dehydrogenase large chain (EC 1.2.99.2) parolog without usual motifs	CO_Dehydrogenase	Respiration	Electron donating reactions
Carbon monoxide dehydrogenase large chain (EC 1.2.99.2)	CO_Dehydrogenase	Respiration	Electron donating reactions
Hypothetical lactonase in carbon monoxide dehydrogenase cluster	CO_Dehydrogenase	Respiration	Electron donating reactions
carbon monoxide dehydrogenase operon C protein	CO_Dehydrogenase	Respiration	Electron donating reactions
Bacilysin biosynthesis protein BacA	Bacilysin_biosynthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Bacilysin biosynthesis protein BacB	Bacilysin_biosynthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Bacilysin biosynthesis oxidoreductase BacC	Bacilysin_biosynthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Alanine-anticapsin ligase BacD	Bacilysin_biosynthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Bacilysin exporter protein BacE	Bacilysin_biosynthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives
Choline ABC transporter permease protein	Choline_Transport	Membrane Transport	
Choline ABC transporter ATP-binding protein	Choline_Transport	Membrane Transport	
Choline-binding lipoprotein	Choline_Transport	Membrane Transport	
Choline-sulfatase (EC 3.1.6.6)	Choline_Transport	Membrane Transport	
Sodium-Choline Symporter	Choline_Transport	Membrane Transport	
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	CBSS-1806.1.peg.3045	Clustering-based subsystems	
FIG007959: peptidase, M16 family	CBSS-1806.1.peg.3045	Clustering-based subsystems	
3'-phosphatase, 5'-polynucleotide kinase, phage-associated	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
Dihydrofolate reductase, phage-associated	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
Glutaredoxin	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
Thioredoxin, phage-associated	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
Thymidine kinase	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
DNA adenine methyltransferase, phage-associated	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
DNA methyl transferase, phage-associated	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
Adenine DNA methyltransferase, phage-associated	Phage_DNA_synthesis	Experimental Subsystems	Phages, Prophages, Transposable elements
Secretion monitor precursor	CBSS-349966.3.peg.197	Clustering-based subsystems	
FIG006972: hypothetical protein	CBSS-349966.3.peg.197	Clustering-based subsystems	
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-)	CBSS-349966.3.peg.197	Clustering-based subsystems	
Prolyl-tRNA synthetase (EC 6.1.1.15)	tRNA_aminoacylation,_Pro	Protein Metabolism	Protein biosynthesis
Prolyl-tRNA synthetase related protein	tRNA_aminoacylation,_Pro	Protein Metabolism	Protein biosynthesis
Prolyl-tRNA synthetase-related protein 1	tRNA_aminoacylation,_Pro	Protein Metabolism	Protein biosynthesis
Alkyl hydroperoxide reductase subunit C-like protein	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Thiol peroxidase, Bcp-type (EC 1.11.1.15)	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Alkylhydroperoxidase protein D	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Hydrogen peroxide-inducible genes activator	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Thiol peroxidase, Tpx-type (EC 1.11.1.15)	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	Thioredoxin-disulfide_reductase	Sulfur Metabolism	
Fimbrial protein YadN	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Chaperone protein EcpD	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Outer membrane usher protein HtrE	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Fimbrial protein YadL	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Fimbrial protein YadK	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Fimbrial protein YadC	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Fimbrial protein YadM	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Fimbrial protein Yad-like	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Fimbrial protein YadN-like	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
Fimbrial protein YadM-like	The_usher_protein_HtrE_fimbrial_cluster	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway
DNA-directed RNA polymerase III 47 kDa polypeptide (EC 2.7.7.6)	RNA_polymerase_III	RNA Metabolism	Transcription
Inner membrane component of tripartite multidrug resistance system	Multidrug_Resistance,_Tripartite_Systems_Found_in_Gram_Negative_Bacteria	Virulence	Resistance to antibiotics and toxic compounds
Membrane fusion component of tripartite multidrug resistance system	Multidrug_Resistance,_Tripartite_Systems_Found_in_Gram_Negative_Bacteria	Virulence	Resistance to antibiotics and toxic compounds
Outer membrane component of tripartite multidrug resistance system	Multidrug_Resistance,_Tripartite_Systems_Found_in_Gram_Negative_Bacteria	Virulence	Resistance to antibiotics and toxic compounds
Plasmid replication protein RepA	Plasmid_replication	DNA Metabolism	DNA replication
